,image,xmin,ymin,xmax,ymax,class
355,AMD Part1/AMD (8)/Image (9).png,340,204,354,215,PRlayerdisruption
356,AMD Part1/AMD (8)/Image (9).png,292,195,302,219,Harddrusen
357,AMD Part1/AMD (8)/Image (9).png,280,200,290,216,Harddrusen
358,AMD Part1/AMD (8)/Image (9).png,245,195,256,212,Harddrusen
359,AMD Part1/AMD (8)/Image (9).png,167,189,177,207,Harddrusen
360,AMD Part1/AMD (8)/Image (9).png,108,175,119,186,Hyperfluorescentspots
361,AMD Part1/AMD (8)/Image (9).png,225,201,235,214,PRlayerdisruption
362,AMD Part1/AMD (8)/Image (13).png,345,197,357,211,Harddrusen
363,AMD Part1/AMD (8)/Image (13).png,326,198,339,214,Harddrusen
364,AMD Part1/AMD (8)/Image (13).png,359,201,372,213,Harddrusen
365,AMD Part1/AMD (8)/Image (13).png,379,204,395,215,Harddrusen
366,AMD Part1/AMD (8)/Image (13).png,415,196,427,215,Harddrusen
367,AMD Part1/AMD (8)/Image (13).png,228,201,239,217,PRlayerdisruption
368,AMD Part1/AMD (8)/Image (13).png,283,200,296,213,PRlayerdisruption
369,AMD Part1/AMD (8)/Image (13).png,202,196,212,210,PRlayerdisruption
370,AMD Part1/AMD (8)/Image (13).png,158,189,174,204,Harddrusen
371,AMD Part1/AMD (8)/Image (13).png,114,182,124,192,Harddrusen
372,AMD Part1/AMD (8)/Image (14).png,156,184,169,201,Harddrusen
373,AMD Part1/AMD (8)/Image (14).png,279,202,291,215,PRlayerdisruption
374,AMD Part1/AMD (8)/Image (14).png,340,201,352,214,PRlayerdisruption
375,AMD Part1/AMD (8)/Image (14).png,366,201,376,215,PRlayerdisruption
376,AMD Part1/AMD (8)/Image (14).png,177,192,187,204,PRlayerdisruption
377,AMD Part1/AMD (8)/Image (15).png,306,197,316,219,Reticulardrusen
378,AMD Part1/AMD (8)/Image (15).png,326,195,339,219,Reticulardrusen
379,AMD Part1/AMD (8)/Image (15).png,345,200,356,219,Reticulardrusen
380,AMD Part1/AMD (8)/Image (15).png,175,190,187,203,PRlayerdisruption
381,AMD Part1/AMD (8)/Image (15).png,142,182,152,197,PRlayerdisruption
382,AMD Part1/AMD (8)/Image (15).png,87,169,97,181,PRlayerdisruption
383,AMD Part1/AMD (8)/Image (15).png,390,206,406,218,Harddrusen
384,AMD Part1/AMD (8)/Image (15).png,408,206,421,217,Harddrusen
385,AMD Part1/AMD (8)/Image (15).png,428,203,438,215,Harddrusen
386,AMD Part1/AMD (8)/Image (15).png,449,204,469,216,Harddrusen
387,AMD Part1/AMD (8)/Image (16).png,106,172,116,191,Harddrusen
388,AMD Part1/AMD (8)/Image (16).png,121,174,131,196,Harddrusen
389,AMD Part1/AMD (8)/Image (16).png,147,183,158,202,Harddrusen
390,AMD Part1/AMD (8)/Image (16).png,340,202,350,221,Harddrusen
391,AMD Part1/AMD (8)/Image (16).png,256,203,266,214,PRlayerdisruption
392,AMD Part1/AMD (8)/Image (16).png,320,204,331,217,PRlayerdisruption
393,AMD Part1/AMD (8)/Image (16).png,204,202,233,219,Harddrusen
394,AMD Part1/AMD (8)/Image (17).png,107,171,117,191,Harddrusen
395,AMD Part1/AMD (8)/Image (17).png,140,179,150,196,Harddrusen
396,AMD Part1/AMD (8)/Image (17).png,157,180,168,203,Harddrusen
397,AMD Part1/AMD (8)/Image (17).png,206,201,231,219,Harddrusen
398,AMD Part1/AMD (8)/Image (17).png,284,206,301,223,Softdrusen
399,AMD Part1/AMD (8)/Image (17).png,307,210,339,224,Softdrusen
400,AMD Part1/AMD (8)/Image (17).png,236,197,281,215,PRlayerdisruption
401,AMD Part1/AMD (8)/Image (17).png,385,194,395,205,Hyperfluorescentspots
402,AMD Part1/AMD (8)/Image (17).png,450,206,460,217,PRlayerdisruption
403,AMD Part1/AMD (8)/Image (18).png,213,190,239,206,PRlayerdisruption
404,AMD Part1/AMD (8)/Image (18).png,267,195,277,210,PRlayerdisruption
405,AMD Part1/AMD (8)/Image (18).png,229,201,259,222,Softdrusen
406,AMD Part1/AMD (8)/Image (18).png,262,212,280,224,Softdrusen
407,AMD Part1/AMD (8)/Image (18).png,282,211,306,227,Softdrusen
408,AMD Part1/AMD (8)/Image (18).png,308,207,331,229,Softdrusen
409,AMD Part1/AMD (8)/Image (18).png,332,211,347,224,Softdrusen
410,AMD Part1/AMD (8)/Image (18).png,374,201,384,222,Harddrusen
411,AMD Part1/AMD (8)/Image (18).png,391,201,401,221,Harddrusen
412,AMD Part1/AMD (8)/Image (18).png,415,200,425,218,Harddrusen
413,AMD Part1/AMD (8)/Image (18).png,432,202,442,220,Harddrusen
414,AMD Part1/AMD (8)/Image (18).png,89,169,99,181,PRlayerdisruption
415,AMD Part1/AMD (8)/Image (18).png,169,187,179,197,PRlayerdisruption
416,AMD Part1/AMD (8)/Image (20).png,227,199,248,229,Softdrusen
417,AMD Part1/AMD (8)/Image (20).png,255,195,293,231,Softdrusen
418,AMD Part1/AMD (8)/Image (20).png,385,209,486,242,Choroidalfolds
419,AMD Part1/AMD (8)/Image (20).png,285,199,310,217,PRlayerdisruption
420,AMD Part1/AMD (8)/Image (20).png,134,173,146,197,Harddrusen
421,AMD Part1/AMD (8)/Image (20).png,111,173,127,195,Harddrusen
422,AMD Part1/AMD (8)/Image (20).png,83,163,95,189,Harddrusen
423,AMD Part1/AMD (8)/Image (22).png,109,159,119,186,Reticulardrusen
424,AMD Part1/AMD (8)/Image (22).png,155,172,165,199,Reticulardrusen
425,AMD Part1/AMD (8)/Image (22).png,127,164,137,189,Reticulardrusen
426,AMD Part1/AMD (8)/Image (22).png,347,197,361,227,Reticulardrusen
427,AMD Part1/AMD (8)/Image (22).png,300,205,318,226,Harddrusen
428,AMD Part1/AMD (8)/Image (22).png,190,187,201,212,PRlayerdisruption
429,AMD Part1/AMD (8)/Image (22).png,256,196,269,217,PRlayerdisruption
430,AMD Part1/AMD (8)/Image (23).png,296,217,318,234,Geographicatrophy
431,AMD Part1/AMD (8)/Image (23).png,48,143,66,164,PRlayerdisruption
432,AMD Part1/AMD (8)/Image (23).png,81,157,91,179,PRlayerdisruption
433,AMD Part1/AMD (8)/Image (23).png,334,207,358,226,PRlayerdisruption
434,AMD Part1/AMD (8)/Image (23).png,104,169,180,209,Choroidalfolds
435,AMD Part1/AMD (8)/Image (23).png,368,210,428,236,Choroidalfolds
436,AMD Part1/AMD (8)/Image (24).png,122,163,133,190,Reticulardrusen
437,AMD Part1/AMD (8)/Image (24).png,164,174,174,199,Reticulardrusen
438,AMD Part1/AMD (8)/Image (24).png,182,180,192,207,Reticulardrusen
439,AMD Part1/AMD (8)/Image (24).png,212,186,226,218,Reticulardrusen
440,AMD Part1/AMD (8)/Image (24).png,306,205,318,226,Reticulardrusen
441,AMD Part1/AMD (8)/Image (24).png,341,209,354,222,PRlayerdisruption
442,AMD Part1/AMD (8)/Image (24).png,448,213,459,231,PRlayerdisruption
443,AMD Part1/AMD (8)/Image (24).png,373,209,395,225,PRlayerdisruption
444,AMD Part1/AMD (8)/Image (24).png,194,188,206,214,PRlayerdisruption
445,AMD Part1/AMD (8)/Image (24).png,144,168,154,197,PRlayerdisruption
446,AMD Part1/AMD (8)/Image (25).png,139,165,149,189,Reticulardrusen
447,AMD Part1/AMD (8)/Image (25).png,183,181,194,206,Reticulardrusen
448,AMD Part1/AMD (8)/Image (25).png,217,186,230,218,Reticulardrusen
449,AMD Part1/AMD (8)/Image (25).png,240,190,251,223,Reticulardrusen
450,AMD Part1/AMD (8)/Image (25).png,277,197,297,223,Reticulardrusen
451,AMD Part1/AMD (8)/Image (25).png,318,199,331,230,Reticulardrusen
452,AMD Part1/AMD (8)/Image (25).png,337,200,349,223,Reticulardrusen
453,AMD Part1/AMD (8)/Image (31).png,89,153,138,180,PRlayerdisruption
454,AMD Part1/AMD (8)/Image (31).png,117,167,197,197,PRlayerdisruption
455,AMD Part1/AMD (8)/Image (31).png,187,188,275,213,PRlayerdisruption
456,AMD Part1/AMD (8)/Image (31).png,265,202,323,220,PRlayerdisruption
457,AMD Part1/AMD (8)/Image (31).png,52,132,94,169,PRlayerdisruption
458,AMD Part1/AMD (10)/Image (9).png,286,212,296,237,Harddrusen
459,AMD Part1/AMD (10)/Image (9).png,440,195,450,211,Harddrusen
460,AMD Part1/AMD (10)/Image (9).png,257,222,267,234,Harddrusen
461,AMD Part1/AMD (10)/Image (9).png,245,223,255,235,Harddrusen
462,AMD Part1/AMD (10)/Image (9).png,166,212,176,231,Harddrusen
463,AMD Part1/AMD (10)/Image (9).png,298,218,314,229,PRlayerdisruption
464,AMD Part1/AMD (10)/Image (9).png,360,210,377,222,PRlayerdisruption
465,AMD Part1/AMD (10)/Image (9).png,374,200,387,213,PRlayerdisruption
466,AMD Part1/AMD (10)/Image (9).png,430,195,440,205,PRlayerdisruption
467,AMD Part1/AMD (10)/Image (10).png,218,216,233,239,Reticulardrusen
468,AMD Part1/AMD (10)/Image (10).png,276,207,291,237,Reticulardrusen
469,AMD Part1/AMD (10)/Image (10).png,297,211,308,234,Reticulardrusen
470,AMD Part1/AMD (10)/Image (10).png,343,210,353,233,Reticulardrusen
471,AMD Part1/AMD (10)/Image (10).png,312,212,326,235,Reticulardrusen
472,AMD Part1/AMD (10)/Image (10).png,362,201,372,228,Reticulardrusen
473,AMD Part1/AMD (10)/Image (10).png,374,198,385,219,Reticulardrusen
474,AMD Part1/AMD (10)/Image (10).png,389,196,400,217,Reticulardrusen
475,AMD Part1/AMD (10)/Image (10).png,151,214,168,229,PRlayerdisruption
476,AMD Part1/AMD (10)/Image (10).png,184,214,210,239,PRlayerdisruption
477,AMD Part1/AMD (10)/Image (10).png,233,217,247,235,PRlayerdisruption
478,AMD Part1/AMD (10)/Image (10).png,328,207,346,239,PRlayerdisruption
479,AMD Part1/AMD (10)/Image (11).png,200,220,233,234,PRlayerdisruption
480,AMD Part1/AMD (10)/Image (11).png,352,210,362,220,PRlayerdisruption
481,AMD Part1/AMD (10)/Image (11).png,386,202,399,213,PRlayerdisruption
482,AMD Part1/AMD (10)/Image (11).png,439,195,449,205,PRlayerdisruption
483,AMD Part1/AMD (10)/Image (11).png,414,195,424,205,PRlayerdisruption
484,AMD Part1/AMD (10)/Image (11).png,467,189,477,202,PRlayerdisruption
485,AMD Part1/AMD (10)/Image (11).png,112,215,122,231,Harddrusen
486,AMD Part1/AMD (10)/Image (11).png,245,216,255,236,Harddrusen
487,AMD Part1/AMD (10)/Image (11).png,276,211,286,232,Harddrusen
488,AMD Part1/AMD (10)/Image (11).png,375,195,386,219,Harddrusen
489,AMD Part1/AMD (10)/Image (11).png,491,189,500,203,Harddrusen
490,AMD Part1/AMD (10)/Image (11).png,311,217,329,228,PRlayerdisruption
491,AMD Part1/AMD (10)/Image (11).png,133,215,173,236,Harddrusen
492,AMD Part1/AMD (10)/Image (12).png,367,189,377,224,Reticulardrusen
493,AMD Part1/AMD (10)/Image (12).png,273,211,287,234,Reticulardrusen
494,AMD Part1/AMD (10)/Image (12).png,179,216,193,243,Reticulardrusen
495,AMD Part1/AMD (10)/Image (12).png,155,212,166,235,Reticulardrusen
496,AMD Part1/AMD (10)/Image (12).png,237,220,251,236,PRlayerdisruption
497,AMD Part1/AMD (10)/Image (12).png,333,207,347,224,PRlayerdisruption
498,AMD Part1/AMD (10)/Image (12).png,309,209,322,226,PRlayerdisruption
499,AMD Part1/AMD (10)/Image (12).png,450,192,460,211,PRlayerdisruption
500,AMD Part1/AMD (10)/Image (12).png,119,213,131,233,PRlayerdisruption
501,AMD Part1/AMD (10)/Image (14).png,81,213,117,227,PRlayerdisruption
502,AMD Part1/AMD (10)/Image (14).png,439,194,453,204,PRlayerdisruption
503,AMD Part1/AMD (10)/Image (14).png,473,190,494,200,PRlayerdisruption
504,AMD Part1/AMD (10)/Image (14).png,335,210,346,222,PRlayerdisruption
505,AMD Part1/AMD (10)/Image (14).png,208,226,228,237,PRlayerdisruption
506,AMD Part1/AMD (10)/Image (14).png,142,214,152,233,Harddrusen
507,AMD Part1/AMD (10)/Image (14).png,159,218,176,233,Harddrusen
508,AMD Part1/AMD (10)/Image (14).png,428,192,440,207,Harddrusen
509,AMD Part1/AMD (10)/Image (14).png,180,222,191,233,Harddrusen
510,AMD Part1/AMD (10)/Image (14).png,230,224,250,235,PRlayerdisruption
511,AMD Part1/AMD (10)/Image (15).png,215,222,246,241,PRlayerdisruption
512,AMD Part1/AMD (10)/Image (15).png,306,215,321,232,PRlayerdisruption
513,AMD Part1/AMD (10)/Image (15).png,329,211,339,223,PRlayerdisruption
514,AMD Part1/AMD (10)/Image (15).png,175,218,190,237,Harddrusen
515,AMD Part1/AMD (10)/Image (15).png,153,218,164,236,Harddrusen
516,AMD Part1/AMD (10)/Image (15).png,129,219,141,236,Harddrusen
517,AMD Part1/AMD (10)/Image (15).png,121,218,132,241,Harddrusen
518,AMD Part1/AMD (10)/Image (15).png,380,203,397,220,PRlayerdisruption
519,AMD Part1/AMD (10)/Image (15).png,414,192,425,213,PRlayerdisruption
520,AMD Part1/AMD (10)/Image (17).png,115,207,125,234,Reticulardrusen
521,AMD Part1/AMD (10)/Image (17).png,135,210,145,232,Reticulardrusen
522,AMD Part1/AMD (10)/Image (17).png,153,216,163,234,Reticulardrusen
523,AMD Part1/AMD (10)/Image (17).png,168,219,181,235,Reticulardrusen
524,AMD Part1/AMD (10)/Image (17).png,350,203,360,230,Reticulardrusen
525,AMD Part1/AMD (10)/Image (17).png,199,224,234,246,Softdrusen
526,AMD Part1/AMD (10)/Image (17).png,235,224,257,243,Softdrusen
527,AMD Part1/AMD (10)/Image (17).png,279,218,300,242,Softdrusen
528,AMD Part1/AMD (10)/Image (17).png,303,219,328,235,Softdrusen
529,AMD Part1/AMD (10)/Image (17).png,330,224,343,237,Softdrusen
530,AMD Part1/AMD (10)/Image (17).png,338,210,350,220,PRlayerdisruption
531,AMD Part1/AMD (10)/Image (17).png,438,194,456,204,PRlayerdisruption
532,AMD Part1/AMD (10)/Image (17).png,408,194,428,204,PRlayerdisruption
533,AMD Part1/AMD (10)/Image (17).png,478,195,488,205,PRlayerdisruption
534,AMD Part1/AMD (10)/Image (17).png,260,218,277,228,PRlayerdisruption
535,AMD Part1/AMD (10)/Image (17).png,407,200,435,211,Harddrusen
536,AMD Part1/AMD (10)/Image (18).png,113,217,133,230,PRlayerdisruption
537,AMD Part1/AMD (10)/Image (18).png,219,223,289,250,Choroidalfolds
538,AMD Part1/AMD (10)/Image (18).png,189,202,199,220,Hyperfluorescentspots
539,AMD Part1/AMD (10)/Image (18).png,77,212,87,231,Harddrusen
540,AMD Part1/AMD (10)/Image (18).png,101,216,111,236,Harddrusen
541,AMD Part1/AMD (10)/Image (18).png,167,217,177,238,Harddrusen
542,AMD Part1/AMD (10)/Image (18).png,340,215,351,236,Geographicatrophy
543,AMD Part1/AMD (10)/Image (18).png,255,227,269,254,Geographicatrophy
544,AMD Part1/AMD (10)/Image (18).png,396,196,443,218,Harddrusen
545,AMD Part1/AMD (10)/Image (21).png,151,211,166,238,Reticulardrusen
546,AMD Part1/AMD (10)/Image (21).png,325,204,339,229,Reticulardrusen
547,AMD Part1/AMD (10)/Image (21).png,346,199,356,228,Reticulardrusen
548,AMD Part1/AMD (10)/Image (21).png,368,192,381,221,Reticulardrusen
549,AMD Part1/AMD (10)/Image (21).png,224,216,321,247,Choroidalfolds
550,AMD Part1/AMD (10)/Image (24).png,171,216,182,245,Reticulardrusen
551,AMD Part1/AMD (10)/Image (24).png,340,199,350,225,Reticulardrusen
552,AMD Part1/AMD (10)/Image (24).png,193,220,203,247,Reticulardrusen
553,AMD Part1/AMD (10)/Image (24).png,98,213,164,243,PRlayerdisruption
554,AMD Part1/AMD (10)/Image (24).png,456,189,466,204,PRlayerdisruption
555,AMD Part1/AMD (10)/Image (26).png,108,222,137,238,Harddrusen
556,AMD Part1/AMD (10)/Image (26).png,230,217,240,235,Harddrusen
557,AMD Part1/AMD (10)/Image (26).png,244,218,256,234,Harddrusen
558,AMD Part1/AMD (10)/Image (26).png,275,211,285,229,Harddrusen
559,AMD Part1/AMD (10)/Image (26).png,281,204,301,226,Harddrusen
560,AMD Part1/AMD (10)/Image (26).png,306,207,317,229,Harddrusen
561,AMD Part1/AMD (10)/Image (26).png,360,207,370,218,PRlayerdisruption
562,AMD Part1/AMD (10)/Image (26).png,457,189,467,199,PRlayerdisruption
563,AMD Part1/AMD (10)/Image (26).png,487,184,496,194,PRlayerdisruption
564,AMD Part1/AMD (10)/Image (26).png,384,202,398,213,PRlayerdisruption
565,AMD Part1/AMD (10)/Image (26).png,417,197,427,207,PRlayerdisruption
566,AMD Part1/AMD (10)/Image (26).png,428,196,441,206,PRlayerdisruption
567,AMD Part1/AMD (10)/Image (26).png,309,200,319,234,Reticulardrusen
568,AMD Part1/AMD (10)/Image (26).png,285,200,299,230,Reticulardrusen
569,AMD Part1/AMD (10)/Image (26).png,272,212,282,231,Reticulardrusen
570,AMD Part1/AMD (10)/Image (26).png,148,217,160,233,PRlayerdisruption
571,AMD Part1/AMD (10)/Image (26).png,229,218,253,236,Harddrusen
572,AMD Part1/AMD (10)/Image (26).png,321,202,361,227,PRlayerdisruption
573,AMD Part1/AMD (10)/Image (26).png,380,199,402,214,PRlayerdisruption
574,AMD Part1/AMD (10)/Image (26).png,94,214,113,228,PRlayerdisruption
575,AMD Part1/AMD (10)/Image (34).png,347,200,367,211,PRlayerdisruption
576,AMD Part1/AMD (10)/Image (34).png,430,191,452,201,PRlayerdisruption
577,AMD Part1/AMD (10)/Image (34).png,483,180,493,190,PRlayerdisruption
578,AMD Part1/AMD (10)/Image (34).png,281,212,321,222,Harddrusen
579,AMD Part1/AMD (10)/Image (34).png,235,214,254,225,PRlayerdisruption
580,AMD Part1/AMD (10)/Image (34).png,172,217,190,227,PRlayerdisruption
581,AMD Part1/AMD (21)/Image (8).png,218,265,222,279,PRlayerdisruption
582,AMD Part1/AMD (21)/Image (8).png,201,264,206,281,PRlayerdisruption
583,AMD Part1/AMD (21)/Image (8).png,63,255,74,268,PRlayerdisruption
584,AMD Part1/AMD (21)/Image (8).png,288,264,293,277,PRlayerdisruption
585,AMD Part1/AMD (21)/Image (8).png,373,256,392,269,PRlayerdisruption
586,AMD Part1/AMD (21)/Image (8).png,406,249,420,260,PRlayerdisruption
587,AMD Part1/AMD (21)/Image (8).png,208,260,215,287,Harddrusen
588,AMD Part1/AMD (21)/Image (10).png,416,243,430,253,PRlayerdisruption
589,AMD Part1/AMD (21)/Image (10).png,364,256,398,266,PRlayerdisruption
590,AMD Part1/AMD (21)/Image (10).png,275,269,289,283,PRlayerdisruption
591,AMD Part1/AMD (21)/Image (10).png,327,265,336,280,PRlayerdisruption
592,AMD Part1/AMD (21)/Image (10).png,246,268,260,283,PRlayerdisruption
593,AMD Part1/AMD (21)/Image (10).png,208,269,214,283,PRlayerdisruption
594,AMD Part1/AMD (21)/Image (10).png,222,269,227,285,PRlayerdisruption
595,AMD Part1/AMD (21)/Image (10).png,429,242,441,252,Harddrusen
596,AMD Part1/AMD (21)/Image (10).png,444,235,459,248,Harddrusen
597,AMD Part1/AMD (21)/Image (10).png,348,261,354,279,Harddrusen
598,AMD Part1/AMD (21)/Image (10).png,295,269,314,284,Harddrusen
599,AMD Part1/AMD (21)/Image (13).png,411,242,419,255,PRlayerdisruption
600,AMD Part1/AMD (21)/Image (13).png,428,239,434,250,PRlayerdisruption
601,AMD Part1/AMD (21)/Image (13).png,356,261,364,273,PRlayerdisruption
602,AMD Part1/AMD (21)/Image (13).png,366,259,378,270,PRlayerdisruption
603,AMD Part1/AMD (21)/Image (13).png,314,268,320,280,PRlayerdisruption
604,AMD Part1/AMD (21)/Image (13).png,300,270,306,281,PRlayerdisruption
605,AMD Part1/AMD (21)/Image (13).png,290,270,295,281,PRlayerdisruption
606,AMD Part1/AMD (21)/Image (13).png,272,269,278,280,PRlayerdisruption
607,AMD Part1/AMD (21)/Image (13).png,212,271,232,287,PRlayerdisruption
608,AMD Part1/AMD (21)/Image (13).png,242,275,248,285,PRlayerdisruption
609,AMD Part1/AMD (21)/Image (17).png,222,273,227,286,PRlayerdisruption
610,AMD Part1/AMD (21)/Image (17).png,203,275,210,287,PRlayerdisruption
611,AMD Part1/AMD (21)/Image (17).png,238,274,252,287,PRlayerdisruption
612,AMD Part1/AMD (21)/Image (17).png,264,273,274,285,PRlayerdisruption
613,AMD Part1/AMD (21)/Image (17).png,284,269,344,287,PRlayerdisruption
614,AMD Part1/AMD (21)/Image (17).png,308,274,316,298,Harddrusen
615,AMD Part1/AMD (21)/Image (17).png,388,246,400,261,PRlayerdisruption
616,AMD Part1/AMD (21)/Image (17).png,402,243,412,255,PRlayerdisruption
617,AMD Part1/AMD (21)/Image (17).png,456,235,462,249,PRlayerdisruption
618,AMD Part1/AMD (21)/Image (17).png,252,263,264,292,Harddrusen
619,AMD Part1/AMD (21)/Image (17).png,176,265,182,285,Harddrusen
620,AMD Part1/AMD (21)/Image (21).png,177,265,184,290,Harddrusen
621,AMD Part1/AMD (21)/Image (21).png,306,266,313,286,Harddrusen
622,AMD Part1/AMD (21)/Image (21).png,328,268,332,287,Harddrusen
623,AMD Part1/AMD (21)/Image (21).png,476,235,484,254,Harddrusen
624,AMD Part1/AMD (21)/Image (21).png,200,274,242,291,PRlayerdisruption
625,AMD Part1/AMD (21)/Image (21).png,250,274,260,288,PRlayerdisruption
626,AMD Part1/AMD (21)/Image (21).png,270,262,279,285,PRlayerdisruption
627,AMD Part1/AMD (21)/Image (21).png,75,258,80,271,PRlayerdisruption
628,AMD Part1/AMD (21)/Image (21).png,64,257,70,270,PRlayerdisruption
629,AMD Part1/AMD (21)/Image (25).png,228,275,240,287,PRlayerdisruption
630,AMD Part1/AMD (21)/Image (25).png,450,234,476,253,PRlayerdisruption
631,AMD Part1/AMD (21)/Image (25).png,146,261,156,288,Harddrusen
632,AMD Part1/AMD (21)/Image (25).png,203,265,222,299,Harddrusen
633,AMD Part1/AMD (21)/Image (25).png,124,265,136,292,Harddrusen
634,AMD Part1/AMD (21)/Image (25).png,103,263,116,283,Harddrusen
635,AMD Part1/AMD (21)/Image (25).png,261,273,272,288,PRlayerdisruption
636,AMD Part1/AMD (21)/Image (25).png,412,242,422,260,PRlayerdisruption
637,AMD Part1/AMD (21)/Image (31).png,82,255,92,275,PRlayerdisruption
638,AMD Part1/AMD (21)/Image (31).png,106,258,114,282,PRlayerdisruption
639,AMD Part1/AMD (21)/Image (31).png,158,266,168,287,PRlayerdisruption
640,AMD Part1/AMD (21)/Image (31).png,192,269,206,292,PRlayerdisruption
641,AMD Part1/AMD (21)/Image (31).png,242,268,264,302,PRlayerdisruption
642,AMD Part1/AMD (21)/Image (31).png,320,258,327,281,PRlayerdisruption
643,AMD Part1/AMD (21)/Image (31).png,329,257,334,278,PRlayerdisruption
644,AMD Part1/AMD (21)/Image (31).png,342,254,348,273,PRlayerdisruption
645,AMD Part1/AMD (21)/Image (31).png,143,265,152,291,Harddrusen
646,AMD Part1/AMD (21)/Image (31).png,208,273,248,322,Choroidalfolds
647,AMD Part1/AMD (21)/Image (31).png,388,247,396,265,PRlayerdisruption
648,AMD Part1/AMD (21)/Image (36).png,214,274,317,310,Choroidalfolds
649,AMD Part1/AMD (21)/Image (36).png,38,247,48,270,Harddrusen
650,AMD Part1/AMD (21)/Image (36).png,152,263,162,291,Harddrusen
651,AMD Part1/AMD (21)/Image (36).png,316,258,327,284,Harddrusen
652,AMD Part1/AMD (21)/Image (36).png,330,258,337,285,Harddrusen
653,AMD Part1/AMD (21)/Image (36).png,433,234,449,261,Harddrusen
654,AMD Part1/AMD (21)/Image (39).png,120,265,130,292,Harddrusen
655,AMD Part1/AMD (21)/Image (39).png,143,266,150,292,Harddrusen
656,AMD Part1/AMD (21)/Image (39).png,216,275,250,310,Softdrusen
657,AMD Part1/AMD (21)/Image (39).png,254,251,304,302,Softdrusen
658,AMD Part1/AMD (21)/Image (39).png,400,244,510,274,PRlayerdisruption
659,AMD Part1/AMD (21)/Image (49).png,282,257,300,293,Harddrusen
660,AMD Part1/AMD (21)/Image (49).png,174,265,214,292,PRlayerdisruption
661,AMD Part1/AMD (21)/Image (49).png,214,266,235,293,PRlayerdisruption
662,AMD Part1/AMD (21)/Image (49).png,120,259,134,278,PRlayerdisruption
663,AMD Part1/AMD (21)/Image (49).png,140,259,167,289,PRlayerdisruption
664,AMD Part1/AMD (21)/Image (56).png,165,262,350,293,PRlayerdisruption
665,AMD Part1/AMD (21)/Image (59).png,158,263,338,299,PRlayerdisruption
666,AMD Part1/AMD (21)/Image (59).png,334,246,445,289,PRlayerdisruption
